,asin,product_name,product_brand,product_rating,product_rate_count,category,description
0,B014CB9TVS,"iMBAPrice Anti-Static Adjustable Grounding Wrist Strap Components Black, Yellow",iMBAPrice,3.9 out of 5 stars,149 ratings,"['Electronics', 'Computers & Accessories']","['Make sure this fits\nby entering your model number.', 'Resistance: < 10K Ohm (Wrist Strap)', 'Length of Grounding Coil Cord: 6 Feet, 1M Ohm 10% (Cord)', 'Attached self-coiling grounding cord grants freedom to move and freedom from tangles', 'Wrist band adjusts to varying sizes, Reliable static control and 360-degree protection', 'Extra-long Coiled Cord for Wide Range of Movement']"
1,B019IAPMUK,"Allytech 2 Pack Universal OTG Dongle Micro USB Host Cable Male to USB Female Adapter Converter for Android Tablet PC and Phone to USB Flash Drive Connections (OTG Dongle, Black)",Allytech,2.2 out of 5 stars,12 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Computer Cable Adapters', 'USB-to-USB Adapters']","['Make sure this fits\nby entering your model number.', 'Universal USB On The Go Adapter - Plug USB devices to your phone (thumb drives, portable hard drives etc.', 'Fast Super Transfer for HTC and other Android Products Compatible', 'Designed and tested for Android device compatibility with OTG USB and Micro-HDMI connections.', 'Connect USB flash drives, keyboards, mice and more to smart phones, tablets, and laptops with USB Host Support Mode Feature.', 'Compatible with Google Nexus 7, Motorola Xoom, Samsung Galaxy S2/SII/i9100, SGH-T989, Nokia N900/N810, and any other with USB Host Support Mode Features.']"
2,B0153XNDL6,0,0,0,0,0,0
3,B015NO6QVO,"iPad Air 3 Case (10.5 Inch, 2019), iPad Pro 10.5 Case Cover with Pencil Holder and Built-in Stand and Finger Ring Heavy Duty Kids Safe Protection Silicone Cover (Black)",Armera,4.0 out of 5 stars,49 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Bags, Cases & Sleeves', 'Cases']","['Make sure this fits\nby entering your model number.', 'Unique childproof high quality design of silicone soft gel Case. Perfectly Fits Apple iPad Air 3 2019 and iPad Pro 10.5 inch 2017', 'Built-in Adjustable Kickstand with Finger Ring Holder for comfortable on-table use or for one hand holding during sports or other outdoor activities.', 'Lightweight drop resistant and shockproof iPad Pro 10.5 case with corner and side shock absorber designed to protect the Apple tablet from extreme impact.', 'Built with kids friendly silicone materials, non-slip, anti-dust and scratch-free. Easy to install, remove, wash and clean', 'erfect precise cutouts for speakers camera and all other ports makes all features accessible when the case installed Responsive buttons deliver a crisp/clean click-feel for improved functionality.']"
4,B01DJNR6TC,InstallerParts 1Ft HDMI A-M to Mini (Type-C) Thin Cable High Speed w/Ethernet 36AWG –Type-A 19-Pin Connector – Male Cable,InstallerParts,4.2 out of 5 stars,18 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Video Cables', 'HDMI Cables']","['Make sure this fits\nby entering your model number.', 'The HDMI to Mini Cable is High Speed HDMI with Ethernet Connection', 'The HDMI to Mini Male Cable is a 36AWG Slim Wire', 'The Gold-Plated Plugs Ensure the HDMI A-M to Mini Cable is Durable and can Withstand Corrosion', 'The Male Cable is RoHS Compliant']"
5,B017GFVDKM,"AboveTEK Stunning Aluminum Laptop Stand, Ergonomic Cooling Notebook Stand, Desk Mount Dock Tray Riser for 11""~15"" MacBook Air Pro ThinkPad & iPad Tablets, Prevent Eye Wrist Strain Neck & Shoulder Pain",AboveTEK,4.7 out of 5 stars,85 ratings,"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Stands']","['Make sure this fits\nby entering your model number.', '✓ SLEEK, BEAUTIFUL DESIGN - Smooth, durable, premium aluminum steel matches all surfaces and devices (especially your macbooks). We’ve made this to bring your home and office desk setup to the next level! Compatible with Apple Macbook Pro, Macbook Air, iPad Pro, Surface Pro, and other 11-15 inch laptops and tablets.', '✓ ERGONOMIC - The tilted angle of the stand helps to prevent hand, wrist, neck, and eye strain and promotes proper posture while sitting. Minimize your chances of carpal tunnel when using your laptop for extended periods of time. This is a small investment for avoiding future stress and pain!', '✓ ORGANIZE and OPTIMIZE - No more untangling cords. Use the cable slot to organize your cables and keep them from cluttering up your desk and distracting your workflow. Store small items under the stand to keep them out of sight, but within easy reach.', '✓ STABLE & SECURE DOCK STAND - Have you tried other computer stands, or made a makeshift one that sent your laptop tipping or falling over? The non-slip padded platform and base of this stand adds EXTRA security for your laptop/ notebook- so you can use your device confidently! The elevated stand also keeps your laptop safe from any coffee or other spills on your desk.', '✓ LIGHTWEIGHT, SOLID, COOLING AIR FLOW - Easily slip this compact laptop stand in your bag and take from home, to office, to store, and back! Don’t worry about it bending or breaking, because it’s made of tough stuff! The aluminum material of this stand also naturally dissipates heat to air faster than plastic or wooden laptop docks without the use of battery power or electricity. Now that’s COOL!']"
6,B016S6NQAU,"33ft (10m) CAT5e cable, EXTERNAL & INTERNAL, Ethernet cable, CCTV, 100% Solid Copper, 10/100mb, RJ45, Networking Cable, LAN, Patch Cable, BLACK",Cable Sourcing,3.9 out of 5 stars,92 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'Ethernet Cables', 'Cat 5e Cables']","['Make sure this fits\nby entering your model number.', ""IDEAL for connecting to CCTV devices, IP camera's, Computer Networking cabling, Switches, Routers, Modems, Hubs, VoIP telephone systems, Smart TV, Xbox, Playstation, Nintendo Wii, Satellite/Cable TV Box."", 'OUTDOOR and INDOOR use, constructed from high quality weatherproof (protects against water, heat and cold) PE jacket and UV resistant for long life and durability which allows for perfect outdoor use and burial, so why rely on a weak WiFi signal in the garden/garage when you could have a solid signal strength.', '100% SOLID COPPER CORE 0.51mm, data speed (10/100/1000mb), RoHS Compliant, TIA/EIA 568B Standard, Fluke tested - professional quality for High Definition (HD). UTP (Un-shielded Twisted Pair), 8 Core with 4 twisted pairs (white/blue, white/green, white/orange, white/brown)', '$$$$ VALUE for money for 100% solid copper cable compared with the cheaper CCA (Copper Clad Aluminum)/CCS (Copper Clad Steel) versions. Solid copper allows a much better connectivity and therefore better speed, data and picture quality.', 'EASY installation with moulded RJ45 connectors for plug and play, from your laptop direct to your router for the strongest signal strength. Also allows easy connection from the router to your Smart TV for live streaming, PlaySytation & XBox for on-line gaming or to extend your computer network around the office or home.']"
7,B019Q02YD0,"Kids Headphones, gorsun Lightweight Stereo Foldable Wired Headphones for Kids Adults Adjustable Headband Headset for Cellphones Smartphones iPhone Laptop Computer Mp3/4 Earphones(Black)",gorsun,4.1 out of 5 stars,29 ratings,"['Electronics', 'Headphones', 'On-Ear Headphones']","[""Designed with adjustable headband, snug pads and cushioned earpads without any sharp corners to give your kids comfortable wearing without harm to kid's ears. Lightweight so it is easy to carry."", ""Designed with food-grade material and tangle-free cords, twistable, bendable, stretchable to withstand children's tears. 1.2M cord length with 3.5mm gold plug provide your kids more room to play."", 'Perfect size and fit for children - These headphones are lightweight and feature soft, comfortable earpads. Recommended for children ages 3-15.', 'The marked spot on the headband makes it easy for child to recognize the L or R earmuff. Professional toning technique ensures high quality stereo effect. Terrific present for children who enjoy music, playing games or watching TV and films.', 'With the standard 3.5mm headphone jack, Gorsun kids headphone works with all smartphones, tablets, such as Apple iPhone, iPad Mini, Samsung Galaxy Phones, Lenovo, Kindle Fire, Android Cellphones, DVD player, Tablets and more.']"
8,B011BJYMJS,KING CB1000 Carry Bag for Portable Satellite Antenna,KING,4.8 out of 5 stars,186 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Antennas', 'Radio Antennas']","[""PLAN STARTS: Plans start date of purchase. Coverage for mechanical breakdowns begins after the manufacturer's warranty expires."", 'COVERAGE DETAIL: 100% functional parts and labor included on products used for normal use, including mechanical and electrical failures, for parts purchased on Amazon within the last 30 days.', 'PLAN BENEFITS: $0 deductible and no hidden fees. Fully transferable if bought as a gift. Not valid on auto parts purchased for commercial use.', 'FILING A CLAIM: Easy claims process online 24/7. Visit assurant360claims.com. We’ll fix it, replace it or send you an Amazon gift card up to the price you paid for your product.', 'HOW TO CANCEL: Cancel anytime, full refund within the first 30 days (less any claims paid). To cancel, visit ""Your Orders"" on Amazon.com and click ""Return or Replace Item"" next to the protection plan.']"
9,B01EHVDBK8,"CYLAPEX SATA Cable III 3.0 Revision 18inch 6 Gbps with Locking Latch, 90-Degree to 180-Degree Plug Blue Pack of 6",CYLAPEX,4.6 out of 5 stars,77 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'SATA Cables']","['Make sure this fits\nby entering your model number.', 'Includes 6 Pieces SATA cable with 90-Degree connector on one end and 180-Degree straight through connector on the other, 18-inch length', 'SATA cable III 3.0 revision provides up to 6.0 Gbps speed of data transmission', ""With locking latch on each end of the cable to ensure it doesn't get loose itself while working"", 'Backwards compatible with sata cable revision 1 and 2 (AKA SATA I and SATA II)', 'WHAT YOU GET - CYLAPEX quality guaranteed SATA Cable 3.0 Pack of 6pcs Blue, CYLAPEX Gift Card, 12-month warranty and a lifetime 5-stars customer service']"
