,asin,product_name,product_brand,product_rating,product_rate_count,category,description
0,B00HZDRCRO,0,0,0,0,0,0
1,B00RAXEM9K,SoundPal SonoBass Wireless Over-Ear Headphones PS4 Xbox Compatible,SoundPal,3.6 out of 5 stars,225 ratings,"['Electronics', 'Headphones', 'Over-Ear Headphones']","['Consumer Alert: Most users do not need a license to operate this wireless microphone system. Nevertheless, operating this microphone system without a license is subject to certain restrictions: the system may not cause harmful interference; it must operate at a low power level (not in excess of 50 milliwatts); and it has no protection from interference received from any other device.', ""Purchasers should also be aware that the FCC is currently evaluating use of wireless microphone systems, and these rules are subject to change. For more information, call the FCC at 1-888- CALL-FCC (TTY: 1-888-TELL-FCC) or visit the FCC's wireless microphone website at fcc.gov/cgb/wirelessmicrophones.""]"
2,B01BLZ8BA8,TV Remote Add-on for Fire TV Stick Remote (Control Your TV Directly from Your Fire TV Remote),Mission Cables,3.4 out of 5 stars,308 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Remote Controls & Accessories', 'Remote Controls']","['Control your TV directly from your Fire TV Stick remote.', 'Avoid the hassle of managing two different remotes.', 'Easily snaps on to back of Fire TV Stick remote.', 'Compatible with Fire TV Stick Remote (See https://amzn.com/B01N32WC5H for the voice remote version)', 'Fire TV Remote not included, Patent Pending.']"
3,B00Q7V8NR8,iPad Air 2 A1567 Slim Tough Case G5 - Rugged Protection with Built-in Hard Cover and Stylus (Black),Hitek,3.4 out of 5 stars,13 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Bags, Cases & Sleeves', 'Keyboard Cases']","['Super rugged protection for the iPad Air 2 A1567', 'Hard cover eliminates broken screens', 'Built-in stylus for accurate navigation and keeps screen clean', 'Auto wake/sleep optimizes battery life', 'Built-in stand for presentation and typing']"
4,B00KCVZ2FA,"STK EN-EL15 EN-EL15a Battery for Nikon D7000, D7100, D7200, D850, D750, Nikon D7500 Battery, D810, D500, D800, D610, D600 Compatible Nikon EN-EL15b Battery",STK/SterlingTek,4.2 out of 5 stars,"1,004 ratings","['Electronics', 'Camera & Photo', 'Accessories', 'Batteries & Chargers', 'Batteries', 'Camera Batteries']","['Make sure this fits\nby entering your model number.', 'REPLACES - Nikon EN-EL15 battery, EN-EL15a battery, EN-EL15b battery Nikon D7000 Battery, Nikon D7100 battery, Nikon D7200, Nikon D850, Nikon D750, Nikon D7500 Battery, Nikon D810 Battery, Nikon D500 Battery, Nikon D800 Battery, Nikon D610 Battery, Nikon D600 Battery and more Compatible Nikon EN-EL15b battery and more', ""TOP QUALITY AT AN EXCELLENT PRICE - STK's Nikon EN-EL15 2200mAh Battery Replacement is made with Japanese Cells."", 'AS GOOD OR BETTER THAN THE ORIGINAL - STK EN-EL15 battery is equivalent to or Exceeds OEM Nikon ENEL15 Battery specs.', 'TESTED INDEPENDENTLY FOR SAFETY - CE and RoHS Safety Certification.', 'HAVE A PROBLEM, LET US KNOW We take care of our customers just email us.']"
5,B00Q8QKQ36,Power Supply+Cord for Toshiba Satellite 1130 1135-S155 A300 A305 A305-S6872 L750D P205-S6267 P205-S6307 P205-S7469 P775-S7100 P855-S5200 P875 P875-S7102 P875-S7310 S55-A5295 S855-S5290P S855-S5378,Unknown,4.2 out of 5 stars,19 ratings,"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Chargers & Adapters']","['Make sure this fits\nby entering your model number.', 'Input : 100-240V ~ 1.2A 50/60Hz - Output : DC 19V, 3.95A, 75W', 'This Product has 12 MONTHS REPLACEMENT WARRANTY', '100% OEM compatible', 'CONDITION AND PACKAGE CONTENTS: BRAND NEW One Pc Laptop AC Adapter for listed models']"
6,B00TU7U4PU,"Acer Chromebook 15 CB5-571-C1DZ (15.6-Inch Full HD IPS, 4GB RAM, 16GB SSD)",Acer,3.9 out of 5 stars,606 ratings,"['Electronics', 'Computers & Accessories', 'Computers & Tablets', 'Laptops', 'Traditional Laptops']","['No deductibles or added costs. Parts, labor and shipping included.', ""Drops, spills and cracked screens covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
7,B01CQC85JW,"SUPCASE [Unicorn Beetle Pro Series] Case Designed for iPad Pro 9.7 inch, with Built-In Screen Protector [Heavy Duty] Full-body Rugged Protective Dual Layer Case for iPad Pro 9.7 2016 (Black/Black)",SupCase,4.0 out of 5 stars,616 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Bags, Cases & Sleeves', 'Cases']","['Impact Resistant, Full Body Case for Apple iPad Pro 2016 A1673/A1674/A1675 (9.7 inch)', 'Shock resistant, Dual layer case with PC Hard shell and flexible TPU provides protection against accidental drops, Bumps and shock', 'Front cover with Built-in screen protector prevents Scratches without compromising sensitivity and port covers and dust Ports block against unwanted dust and debris', 'Functional Pop out kickstand allows Easy access to your favorite shows, movies, and games while on the go', 'Precise cut and design allow easy access to all ports, sensors, speakers, cameras and all Apple iPad Pro 2016 A1673/A1674/A1675 features']"
8,B016AQXG80,Beltronics RX65 Red Professional Series Radar/Laser Detector with Accessories Bundle (Blue),Beltronics,4.2 out of 5 stars,49 ratings,"['Electronics', 'Car & Vehicle Electronics', 'Vehicle Electronics Accessories', 'Radar Detectors']","['BELTRONICS AUTHORIZED DEALER With FULL Warranty', 'INCLUDES BONUS RadarMount Car Mirror Mount Bracket For Radar Detectors - Escort/Beltronics (3001001), RadarMount Radar Detector Direct Wire Power Cord - (3005002) - Cobra, Whistler', ""ALSO INCLUDES Comprehensive Owner's Manual, Quick-release Windshield Mount, Coiled SmartPlug, Quick Reference Card, Convenient Travel Case"", 'FULL X, K, SuperWide Ka, and Safety Warning System radar capability, digital ""POP"" radar alert, and Safety Warning System message display. ADVANCED AUTOSCAN processing and digital signal processing increase range and virtually eliminate false alerts.', 'EASY-TO-USE programming allows you to customize up to 7 options for your specific driving style. IMMUNE TO VG-2 radar detector detection, so law enforcement cannot detect its use. ONE-YEAR limited warranty.']"
9,B00HPMCN8S,Sony KDL60W630B 60-Inch 1080p 120Hz Smart LED TV (2014 Model),Sony,3.7 out of 5 stars,200 ratings,"['Electronics', 'Television & Video', 'Televisions', 'LED & LCD TVs']","['Refresh Rate: 120Hz (Native)', 'Backlight: LED (Edge-Lit)', 'Smart Functionality: Yes - Skype, Twitter, Internet Browser (Opera)', 'Display Resolution: Full HD, Viewing Angle (Up/Down): 178(89/89) degree, Aspect Ratio: 16:9.', 'Inputs: 4 HDMI, 3 USB, MHL', 'Accessories Included: Remote Control, Table Top Stand']"
