,asin,product_name,product_brand,product_rating,product_rate_count,category,description
0,B014V8GSHK,0,0,0,0,0,0
1,B01FUDHHLQ,0,0,0,0,0,0
2,B00JFJSTJG,Yaesu FTA750L Handheld VHF Transceiver / GPS,Yaesu,4.0 out of 5 stars,77 ratings,"['Electronics', 'Computers & Accessories', 'Networking Products', 'Network Transceivers']","['Airband Aviation', 'NAV/COM/GPS', 'Li-Ion Battery', 'Alkaline Battery Tray', 'Headset Adapter']"
3,B00HZX43WQ,"18AWG Speaker Wire, GearIT Pro Series 18 AWG Gauge Speaker Wire Cable (100 Feet / 30.48 Meters) Great Use for Home Theater Speakers and Car Speakers White",GearIT,4.6 out of 5 stars,211 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Audio Cables', 'Speaker Cables']","['Make sure this fits\nby entering your model number.', 'PREMINUM SPEAKER WIRE – Use this GearIT Pro Series Speaker Wire Cable that’s build quality stranded conductors to build this professional grade speaker wire audio cable', 'CUSTOM INSTALLATIONS – You can use this speaker wire to pair with banana plugs, spade tips, or bent pin connectors to connect your speakers to your A/V receiver or amplifier with this GearIT Pro Series speaker wire.', 'ADVANTAGE OF CCA (COPPER CLAD ALUMINUM) – Here are the facts about CCA vs Oxygen Free Copper. CCA wire offers the same signal frequency and reliability in terms of corrosion resistance to copper wire. The advantage of the CCA speaker wire is lighter and more flexible than copper wire. The cost of CCA vs Oxygen free copper is much lower and you can enjoy the same functions and reliability as copper wire without paying the extra cost for the installation.', ""HIGHEST QUALITY MATERIAL AND TIER 1 MANUFACTURE PROCESS - The cable is made of CCA Copper Clad Aluminum, ensuring high fidelity sound quality and providing maximum's conductivity and durability without paying the additional cost. The product go through many states of testing to ensure the highest performance and reliability of the products."", 'PRO SERIES LIFETIME GURANTEED – We stands for the highest quality product and customer satisfaction. If you are not happy with the product in anyway we offer an easy return policy. All product come with our top rated lifetime warranty service.']"
4,B00JE6U5CY,DMS-59 Pin Male to Dual VGA Female Y Splitter Video Card Adapter Cable,Blacell,4.2 out of 5 stars,46 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'VGA Cables']","['Make sure this fits\nby entering your model number.', 'Connector: 1 x DMS-59 (male), 2 x 15 pin VGA (female)', 'Split the video signal from your DMS-59 video output to two separate monitors', 'Connect your computer to two monitors through one video card', 'Foil shielded to prevent EMI/RFI Interference', 'Compatible with DELL, SONY, COMPAQ, HP, Gateway, and other manufacturers']"
5,B014R22KEA,"fitTek Hdmi Spliter,Hdmi Signal Splitter,Hdmi Splitter,Hdmi Switch,1x2 hdmi Splitter,Hdmi Switch Box,Hdmi Switch Splitter fitTek Selector Switch Box (Upgrade)",FIT TEK,3.5 out of 5 stars,45 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Distribution', 'Selector Switch Boxes']","['Make sure this fits\nby entering your model number.', '➤HDMI-INTELLIGENT FUCTION: HDMI is the only cable that can transfer uncompressed high-definition video and multi channel digital audio in resolutions higher than 1080p. Our High Speed 1x2 HDMI Splitter with Ethernet have been designed to meet the performance standards set by HDMI 1.3.', '➤1080p-CONVENIENT AND COMPATIBLE: 1x2 HDMI Splitters are convenient because they will allow the splitter of 1 hdmi source to 2 hdmi displays without signal loss, which permitting a less confusing mess of wires and a cleaner entertainment center. They are backward compatible to all previous versions.', '➤Splitter -HIGH DEFINITION AUDIO: 1x2 HDMI Splitter supports a full range of high definition audio types, including SA-CD, DVD-Audio, DTS-HD Master Audio, and Dolby TrueHD. Audio Return Channel 3D - 3D is the latest rage for both home theater and gaming.', '➤3D -SUPPORT AND UP TO 1080P RESOLUTIO: The version of the specification defines common 3D formats and resolutions for HDMI-enabled devices, enabling 3D gaming and other 3D video applications', '➤4k-WIDE APPLICABILITY: HDMI Splitter Switcher Supports 3D, 1080P, 4k x 2k resolution and HD audio.Suitable for Computer, Notebook, XBox 360, XBox One, PS3, PS4, Projectors, DVB receivers, HD-Ready or Full HD TVs, Blu-Ray DVD, etc.']"
6,B01EUZ8TPI,"Auxillary Adapter,Yomikoo Y Cable Radio Wiring Harness for USB Adapter CD Changer Navigation Device Fit for Toyota (6+6) Pin 2003-2014 Toyota Camry Corolla Highlander RAV4 Yaris",Yomikoo,3.3 out of 5 stars,80 ratings,"['Electronics', 'Car & Vehicle Electronics', 'Vehicle Electronics Accessories', 'Audio & Video Accessories', 'Auxiliary Input Adapters']","['The Splitter/Y cable is needed if the CD changer port is occupied by others (except for being occupied by CD Changer).', 'Direct connection via cd changer port with cd quality sound', 'Best sound quality from High quality Power amplifier chip and by using the CD changer port connection', 'Fit for Toyota (6+6)Connector Camry Corolla Yaris Highlander Corolla RAV4', 'Fit for camry 2005-2011,corolla2005-2011,4runner 2003-2011, RAV4 2003-2011,tacoma 2004-2008,sienna 2004-2008,highlander 2004-2011,yaris 2006-2011,celica 2003-2005,Land Cruiser 2003-2011,Venza 2009-2011, Vitz 2006-2010,Avensis 2003-2011,Avalon 2005-2011, Auris 2007+,Mark X 2005-2011; Lexus ES300/330 2004-2011, IS220/250/300/350 2006-2011,GS300/400/430/450H 2006-2011,LS460 2007-2011,LX570 2008-2011 Lightning interface only for charge, can not paly music.']"
7,B01EUZD854,Phobya PWM Fan Adapter for Graphics Cards,Phobya,3.6 out of 5 stars,11 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Fans & Cooling', 'Graphics Card Fans']","['Make sure this fits\nby entering your model number.', 'Reference graphics card PWM adapter to standard 4-pin connector', 'Suitable for AMD and NVidia reference cards with 4 pin PWM fan connectors', 'Allow connector of']"
8,B00FJRPG8K,Beats USB Cable - Red,Beats,3.6 out of 5 stars,27 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'USB Cables']","['Beats Type A to micro B USB cable', 'Connects via Micro-USB port located on the back of the Pill speaker for charging and connecting to computers.', 'Data and Power transmission']"
9,B00FXIV486,Eathtek Replacement CPU Cooling Fan Compatible for HP Pavilion G7-2000 G6-2278DX 683193-001 685477-001 Series (Not fit for G4-1000 G7-1000 G6-1000 Laptop!!),Eathtek,4.3 out of 5 stars,34 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Laptop Replacement Parts']","['Make sure this fits\nby entering your model number.', 'Notes:Not fit for G4-1000 G7-1000 G6-1000 laptop!!', 'Compatible Model Numbers: HP PAVILION G7-2000 G6-2278DX 683193-001 685477-001', 'Replacement and high quality,Replace your faulty, cracked or broken fan.', 'All pictures are taken from the real item, please check carefully before bidding.', 'Notes: The fans are produced by Forcecon,ADDA,Sunon,Kipo or any other manufacturers,you may receive any depending on the stocks.']"
