,asin,product_name,product_rating,product_rate_count,category,description
0,B01B5RJ0XY,iExcell 100 Pcs Black 9 mm Cable Tie Base Saddle Type Mount Wire Holder,4.5 out of 5 stars,24 ratings,"['Electronics', 'Accessories & Supplies', 'Cord Management', 'Cable Ties']","['✔ Product Name : Cable Tie Mount;Color : Black', '✔ Material : Plastic; Dimension : 23 x 16 x 9mm / 0.9"" x 0.6"" x 0.4"" (L*W*H)', '✔ Screw Hole Dia. : 5mm/ 0.2"";Tie Mount Hole Width : 9mm / 0.35""', '✔ Total Weight : 160g', '✔ Package : 100 Pcs Cable Tie Mount']"
1,B01FUYWMII,"USB Type-c Adapter, Acessorz high Speed USB Type-c 3.0 Adapter for Google Pixel 2 XL …",5.0 out of 5 stars,2 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Computer Cable Adapters', 'USB-to-USB Adapters']","['Make sure this fits\nby entering your model number.', '✔ iPhone 6 6s Plus Case, made of high quality plastic and anti-stretch TPU rubber, this case will provide full-around protection to your iPhone 6 6s Plus (5.5 inch) from bump, drop and scratch.', '✔ High impact with very cool Gundam series style design,Four corners and edges are reinforced especially for more protection. Bumped cutout especially protects iPhone camera.', '✔ Quick and easy access to ports and buttons. Innovative new button design ensures an extremely easy to press button experience for your iPhone 6 6s Plus', '✔ Three layers full protection from drop scratch and shock, with kickstand on the back adjustable for different view angle', '✔ The multifunctional case has a slider room cover, can easily hold 2 cards (credit/ID) or some cash in the case. Replace your wallet, make your life more convenient.']"
2,B01HBSB7XC,Nalpar 6 x 10 feet Green Chromakey Backdrop Background Screen to Enhance Your Photography; Photo-Video Studio with 4 Heavy Duty Backdrop Clamps,4.4 out of 5 stars,72 ratings,"['Electronics', 'Camera & Photo', 'Lighting & Studio', 'Photo Studio', 'Backgrounds']","['Make sure this fits\nby entering your model number.', 'SMART CONSTRUCTION: Made of the best quality opaque materials. Designed in a way to absorb most of the light coming from the front but to reflect that from the backside; i.e. less noise, best pic.', 'EASY TO HANDLE: Carry wherever you want; no extra care required nor any need to iron every time if folded carefully. Just hang from the 4’’ Rod Pocket and click that next sensational photograph.', 'DURABLE: Made of high-quality fabric – don’t tear easily and is over-locked with four-layer edges to deploy further sturdiness. Plus pack attunes to minimize wrinkles, i.e. offers the smoothest set.', 'A MUSLIN FOR EVERYONE: Provides the best background for the amazing pictures whether you’re a professional or an amateur, who require a home studio or a new background color; it fits each expectation.', 'MORE BANG FOR YOUR BUCK: It’s already a steal for the price. Yet, we offer Four high quality clamps to smoothen it for free and a storage bag.']"
3,B01FV2HJFU,"Aduro Tablet Gooseneck Universal Mount, Solid Grip 360 Rotating Flexible Hands-Free Viewing Stand for iPad, Galaxy & All Tablets, White",3.8 out of 5 stars,638 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Stands']","['Make sure this fits\nby entering your model number.', 'Position your tablet any way you like with this flexible mount which allows for hands-free viewing of your device, Perfect for night-time or office use Secures to countertops and desks and rotates a full 360Âº so you can swap between horizontal and vertical viewing orientations (Especially helpful when you\'re cooking or studying) Plastic clamp with two rubberized grips Works on surfaces up to 3\' thick, Length of neck is 24"" Universal fit - Adjusts from 4"" to 10.5"" to fit your smartphones or tablets, you can have it hang over you while in bed, or have it set up at eye level on a desk. Anything is possible. Aduro lifetime included - for complete piece of mind. Aduro - Protect what you love!']"
4,B01CS5O9YC,RCA to HDMI Video Converter - Tendak AV CVBS Composite to HDMI Adapter Supports PAL NTSC with Powered USB Charger for TV PC PS3 Xbox STB Blue-Ray DVD,3.7 out of 5 stars,16 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Video Converters']","['RCA/ AV to HDMI Converter will converts composite signal (from yellow, red, white cables) to HDMI signal (smart HDTV / HD monitor / HD projector, Upscale 720P / 1080P)', 'Support PAL, NTSC3.58, NTSC4.43, SECAM, PAL/M, PAL/N standard TV formats input.', 'Compatible with PS3/ STB/ Xbox VHS/ VCR/ Blue-Ray DVD Players Projector.', 'Powered by standard 5V/1A (It comes 60cm Mini USB port cable and USB wall charge)', 'Warranty: 18 Months Limitted Warranty, Lifetime Customer Services and Technical Support']"
5,B01FJABIEM,"Etubby Adjustable Desktop Microphone Stand Suspension Mic Clip Boom Studio Scissor Arm Stand for Radio Broadcasting Studio, Voice-Over Sound Studio, Stages, and TV Stations",4.0 out of 5 stars,162 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Audio & Video Accessories', 'Webcam Stands & Mounts']","['Make sure this fits\nby entering your model number.', 'Heavy Duty Carry: Made out of high quality steel frame with super-strong springs, ABS plastic clip mic holder, very sturdy and durable, designed for supporting almost all microphones up to 3.3 pounds / 1.5KG', 'Stability and Safety: Dual suspension springs on each boom arm, very stable for using your microphone without shake and prevent microphone from suddenly dropping', 'Adjustability: Folding type, convenient to carry around, and the steel frame with the adjustable screw allow you adjust the suitable angle & height to show your perfect voice', 'Functional: Suitable for almost all microphones, adjustable aluminium alloy clamp for placement on uneven surfaces (Thickness within 5.3cm)', 'Multipurpose: Compact microphone stand ideal designed for any stores, families, stages, studios, broadcasting and TV stations, etc.']"
6,B01DDAJCKW,"Shutter Release for Canon, pangshi RS-60E3 LCD Wired Timer Remote Control for Canon T5i T4i T2i T1i XT XTi XS XSi 60D G16 G15 G12 G11 G1X 70D 60Da 60D T6s T6i T3i T3 760D 100D 550D 1100D DSLR Camera",4.4 out of 5 stars,84 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Telescope & Microscope Accessories', 'Telescope Accessories', 'Remote Controls']","['Make sure this fits\nby entering your model number.', '-Main functions: Self-timer, interval timer, long exposure timer, exposure count control, remote switch function.', '-Full functions supported as the camera shutter switch (with halfway or complete pressing)', '-Functions as a timer remote and can be programmed to function as an interval met,panel light for using at night', '-This wired timer remote control supports single shooting, bulb shooting, delay shooting and timer shooting modes', '-Timer delay: 0s to 99hrs 59min 59s in 1s increments.Exposure time: 0s to 99hrs 59min 59s in 1s increments. Interval: 0s to 99hrs 59min 59s in 1s increments']"
7,B01DZSVLTW,HAUPPAUGE WinTV-quadHD PCI Express TV Tuner Card 1609,4.3 out of 5 stars,180 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Internal TV Tuner & Capture Cards']","['Make sure this fits\nby entering your model number.', 'Four Tuners on a half height PCI Express board.Built-in cable TV splitter allows you to make one connection to cable TV.', ""For use in both full and half height PC's. Supports four tuner picture-in-picture"", 'Watch, pause and record up to four ATSC or clear QAM HD TV programs at the same time', 'Note-if your pc is not fast enough, you might see jerky live tv video but tv recordings will be fine', 'Please Note: Kindly refer the User Manual before use..Not all cable TV networks send clear QAM channels. Please check with your local cable operator for the availability of clear QAM digital cable TV']"
8,B01CE6PQFG,0,0,0,0,0
9,B01EKYG53M,Hermitshell Hard Travel Case Fits Logitech Wireless Keyboard K360 920-004088,4.4 out of 5 stars,34 ratings,"['Cell Phones & Accessories', 'Cases, Holsters & Sleeves', 'Basic Cases']","['Make sure this fits\nby entering your model number.', 'Hermitshell Hard Travel Storage Carrying Case Bag.', 'Protect your favorite device from bumps dents and scratches.', 'Made to fit Logitech Wireless Keyboard K360 920-004088.', 'Material: EVA ,Color: Black.', 'For sale is case only (device and accessories are sold separately).']"
10,B01FWB1QAY,"Optoma NuForce BE6i Wireless Bluetooth Headphones with aptX, AAC and Long Battery Life, Grey",3.1 out of 5 stars,293 ratings,"['Electronics', 'Headphones', 'Earbud Headphones']","['No deductibles or added costs. Parts, labor and shipping included.', ""Drops, spills and cracked screens covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
11,B01FFFHDKO,"Lost Ocean 12"" 4 Pin PWM Connector Case Fan Extension Power Cable for Computer 5-Pack",4.2 out of 5 stars,165 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects']","['Make sure this fits\nby entering your model number.', ""Length: 27.5cm/ 10.75''"", 'Net Weight: 10G; weight: 20G', 'Color: Black', 'The cable is lengthen 4-pin Female split to two 4pin Male, it suitable for CPU or computer case fan', 'Package content: 5 x cable']"
12,B01BM5KNU8,Bushnell Neo Ion Golf GPS Watch,4 out of 5 stars,608 ratings,"['Electronics', 'GPS, Finders & Accessories', 'Sports & Handheld GPS', 'Golf Course GPS Units']","['Make sure this fits\nby entering your model number.', 'Preloaded with 35,000+ courses in over 30 countries', 'Long battery life and comfortable dual injected silicone sports band', 'Auto course recognition and auto hole advance with easy-to-read front, back and center distances', 'Up to 4 hazard or layup distances per hole and a distance calculator and integrated step counter', 'Legal for tournament play and comes with a One-year limited Warranty']"
13,B01HDUVJ54,ASUS Expansion Card for Z170 & X99 Motherboards ThunderboltEX 3,3.2 out of 5 stars,61 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Motherboards']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
14,B01DSSLEHI,"Dell Inspiron 24 3000 Series All-In-One (Intel Core i3, 8 GB RAM, 500 GB HDD)",4.2 out of 5 stars,340 ratings,"['Electronics', 'Computers & Accessories', 'Computers & Tablets', 'Desktops', 'All-in-Ones']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
15,B01BDKTQY6,Transcend Information 32GB Micro Card with Adapter (TS32GUSDHC10V),4.4 out of 5 stars,315 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Memory Cards', 'Micro SD Cards']","['Your Rescue Plan documents will be delivered to you via email only to the address associated with your Amazon.com account and can be found in your account message center within the Buyer/Seller Messages', 'If your device stops working, the Rescue data recovery plan will recover the data from the failed device and return it to you on a new piece of external storage media.', 'Covers new removeable flash memory device of any brand when purchased within 30 days (receipt must be retained for purchases not on the same transaction).', 'Free shipping for in–lab data recovery; 24/7 online case status tracking', 'If your data isn’t recovered, you get your money back.']"
16,B01AE6W4F8,AT&T-Lucent 27910 Cordless Phone Battery Combo-Pack includes: 2 x SDCP-H303 Batteries,4.0 out of 5 stars,61 ratings,"['Electronics', 'Accessories & Supplies', 'Telephone Accessories', 'Batteries']","['Make sure this fits\nby entering your model number.', '(2) Pack Replacement Batteries for Rechargeable - Ni-MH 1X3AAA/D, 3.6 Volt, 800 mAh.', 'These Batteries are fully Compatible with the original battery', 'You can rest assured that these batteries will work with your Cordless Phone, And it will charge in your Phone.', 'We use only high quality Japanese cells, so you are sure these batteries will last for years to come.', 'Synergy Digital is a very high reputable company that manufactures and distributes batteries and other electronic accessories for over 2 decades, this product comes with a 1 year manufacturer warranty.']"
17,B01FDBJFK6,0,0,0,0,0
18,B01DU445U8,"Godox AD-R6 169mm Approx 7"" Standard Bowens Mount Reflector for Godox AD600B AD600BM AD600Pro MS200 MS300",3.8 out of 5 stars,53 ratings,"['Electronics', 'Camera & Photo', 'Lighting & Studio', 'Lighting', 'Lighting Controls & Modifiers', 'Reflectors']","['Make sure this fits\nby entering your model number.', '🔥5% Off NiceFoto Honeycomb Grid 🔥 Search B07ZRGM34P to get the discount.Material: Aluminum', 'Godox AD-R6 Standard Reflector, Bowens Mount', 'Fits for Godox Outdoor Flash features Bowens Mount', 'Search B07DJ65BZM for 6.7 Inch Honeycomb Grid, Use Together to Cut off the Light and Make Your Lighting Spot Narrower']"
19,B01F4O7MWK,"LP EN-EL14 EN EL14a Battery Rechargeable, Compatible with Nikon D3500, D5600, D3300, D5100, D5500, D3100, D3200, D5200, D5300, D3400, DF, Coolpix P7000, P7100, P7700, P7800 Cameras & More",4.5 out of 5 stars,254 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Batteries & Chargers', 'Battery Chargers', 'Camera']","['Make sure this fits\nby entering your model number.', '❀STANDARD COMPATIBILITY: LP EN-EL14 Battery meets or exceeds the OEM Nikon EN-EL14 EN-EL14a battery. Works with Nikon D3100, D3200, D3300, D3400, D3500, D5100, D5200, D5300, D5500, D5600, Df DSLR, Coolpix P7000, P7100, P7700, P7800 cameras, Nikon MH-24 charger and more.', '❀Long Cycle Life: LP EN-EL14 rechargeable lithium-ion battery can be charged and discharged 300-500 times and has excellent sustained lifespan, free from memory effect. Battery capacity: 1500mAh, voltage: 7.4V.', '❀100% SAFETY: LP EN-EL14 Battery has overcharge protection, short circuit protection, high temperature protection and surge protection with CE, FCC, RoHS Certifications, tested by manufacturer to match OEM products.', '❀PORTABLE: Made of ABS material, light and durable. A small backup battery can be carried anywhere in your handbags or pockets. Ideal for travel or other indoor/outdoor activities.', '❀SERVICES: 30 Days Free Refund & 1 Year Free Replacement. Lifetime Service & 24H Promptly and Friendly Response (Weekdays). Any question or advice please contact us on Amazon.']"
20,B01AIAA7KY,"WiFi LED Strip Lights App Controlled Alexa TV Backlight Bias Lighting Kit - Smart Life RGBW LED Light Strip Compatible with Alexa Google Assistant IFTTT Voice Control, Colors & 6500K True White, 12ft",4.4 out of 5 stars,446 ratings,"['Tools & Home Improvement', 'Lighting & Ceiling Fans', 'Novelty Lighting', 'LED Strip Lights']","['-【Voice Control】Hamlite WiFi LED TV backlight can be voice controlled by ""Smart Life"" app, also works with Amazon Alexa, Google Assistant, IFTTT. Simple voice conversation to turn lights on/off, change color and set it brighter.', '-【Smart Control via App】Connecting it with 2.4GHz Wi-Fi, reaching more amazing functions by the app ""Smart Life"", Setting colors, brightness and timer, creating scenarios for events, grouping different lights to create a smart lighting system etc (Do not compatible with 5GHz Wi-Fi.)', '-【1600 Million Colors & 6500K True White】Hamlite RGBW WIFI LED strip lights have RGB and single white LED chips, offer 1600 million stepless colors, 6500K True daylight white lighting, Long enough to cover every side of 50"" 55"" TV without dark area.', ""-【Special-Design for wide Application】Special designed W-type PCB light strip can be curved easily to fit any corner perfectly, no more cutting and re-connecting work. It brings you incredible ambient lighting ideas when it's installed behind TV, in a cabinet, under a computer desk, bed and sofa."", ""-【Easy to Install & 1-year Warranty】It's an ALL-IN-ONE kit comes with a UL approved adapter, a Wi-Fi controller, 12ft light strip with super sticky adhesive. Shoot an email to the address on adapter sticker whenever you need assistance, and we offer 1-year warranty.""]"
21,B01F0Z7AYS,"Waterproof Case for Gopro, Calas Replacement Waterproof Protective Dive Housing Case for GoPro Hero 4 3+ 3 Camera - Underwater 40 Meters",3.6 out of 5 stars,90 ratings,"['Electronics', 'Camera & Photo', 'Underwater Photography', 'Housings']","['Make sure this fits\nby entering your model number.', 'Suitable for GoPro Hero 4 3 2 1 outdoor sports camera', 'With this waterproof housing you can perfectly use the camera under water', 'High transparent material can keep a good photo shooting', 'Slim, lightweight housing can be used as a spare or replacement for Gopro Hero4 3 2 1 cameras. The flat glass lens delivers maximum image sharpness above and below water. Large buttons make it easy to control the camera - even while wearing gloves or mittens', 'The waterproof shell Anti-surf pressure will not affect your movement and photographic effect.']"
22,B01A9RHAH4,SPHINX blue 100x100x2 mm GPU CPU PS3 PS2 Heatsink Cooling Thermal Conductive Silicone Pad. Works for TV boards and any proper electronics.,4.6 out of 5 stars,18 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Fans & Cooling', 'Heatsinks']","['Make sure this fits\nby entering your model number.', 'High thermal conductivity rate.', 'Soft and tacky. easy to apply', 'Can be cut to any desired size.', 'Not electric conductive to prevent any electronic damage.', 'Always free track-able shipping.']"
23,B01BIE98PO,"Pwr+ 6Ft Long USB-2.0 Cable Type-A to Type-B High Speed Cord for Audio Interface, Midi Keyboard, USB Microphone, Mixer, Speaker, Monitor, Instrument, Strobe Light System Laptop Mac PC Type A to Type B",4.8 out of 5 stars,60 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'USB Cables']","['Make sure this fits\nby entering your model number.', 'FEATURES / POWER SPECS : Extra Long 6 Feet USB 2.0 Type-A Male to Type-B Male Connection Cable / High-Speed Transfer Rates up to 480Mbps 28AWG/2C+26AWG/2C with Error-Free Performance', 'WARRANTY: 30 Days Refund - 24 Months Exchange. PWR+ is WA, USA based company. We are friendly Customer Support Experts', 'SAFETY / UL LISTED: Tested, Approved and Certified by UL. UL number is unique. UL testing is authorized by OSHA - US Federal Agency', 'COMPATIBILITY: Canon i-SENSYS PIXMA MX492 MX922 MG2522 MG3620 SELPHY; Epson Artisan Expression Home XP-330 XP-430 XP-440 Premium XP-830 Stylus WorkForce WF-2750 WF-3640; HP Deskjet 1000 1010 1050 1112 3050 3050A 3632 6940 F4480; HP ENVY 4500 4520 5530 5540 5660 7640 Wireless Color; HP LaserJet 1020 P1006 P2035 P1102W P2055dn P3015; HP OfficeJet PhotoSmart 3830 4650 C4280 C4480 C4795 C4780; Lexmark X4650 X5650; Silhouette Cameo Electronic Cutting Tool Machine', 'Ideal for connecting your Printer, Scanner, Fax, Hard Drive Disk, Server, Keyboard, Midi, DAC, Snowball mic, Development board, UPS, Digital Camera and more to a Laptop, Computer (Mac and PC) and other legacy devices with a USB-B port. Also is a good USB Type B replacement cord for devices like Arduino, Blue, Brother, Canon, CyberPower, Dell, Epson, Fujitsu, HP, IOGEAR, Lexmark, M-Audio, and Panasonic']"
24,B01GNVLTBS,Lens Cover Lanyard - TOOGOO(R) Lens Cover Cap Keeper Camera Strap Lanyard String Rope Black Red 5Pcs,3.7 out of 5 stars,24 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Lens Accessories', 'Lens Caps']","['Make sure this fits\nby entering your model number.', 'Product Name : Lens Cover Strap Lanyard;Material : Nylon, Plastic', 'Lens Diameter : 1.6cm/0.63"";Strap Girth : 15cm/6""', 'Strap Width : 0.cm/0.28"";Total Length : 21cm/8.3""', 'Main Color : Black,Red;Weight : 10g']"
25,B01DFMV4NQ,AudioQuest - DragonFly Red USB DAC/Headphone Amplifier,4.0 out of 5 stars,784 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Headphone Accessories', 'Amps']","['No deductibles or added costs. Parts, labor and shipping included.', ""Drops, spills and cracked screens covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
26,B01A0DY7XC,CEARI Detachable Camera Leather Case Protective Bag for Canon PowerShot G9X + MicroFiber Clean Cloth - Coffee,3.7 out of 5 stars,86 ratings,"['Electronics', 'Camera & Photo', 'Bags & Cases', 'Camera Cases']","['Make sure this fits\nby entering your model number.', 'Vintage tailored design for Canon PowerShot G9 X, G9 X Mark II Digital Camera', 'Made of artificial PU leather, compact side, durable and lightweight', 'Soft Internal layer protects the LCD screen from scratches and bumps', 'Ever Ready - No need to take out the camera when taking photo', 'Built-in 1/4"" socket for convenient mount to a tripod without removal the bottom case']"
27,B01HEF8OV0,"HGST Ultrastar He10 | HUH721010ALE604 | 0F27473 | 512e | 2.5M MTBF | 10TB SATA 6.0Gb/s 7200 RPM 256MB Cache 3.5"" | Helium Platform Enterprise Hard Disk Drive",3.5 out of 5 stars,13 ratings,"['Electronics', 'Computers & Accessories', 'Data Storage', 'Internal Hard Drives']","['Make sure this fits\nby entering your model number.', 'New']"
28,B01G9HCYTW,"Fotodiox Four (4) Piece Filter Kit for DJI Phantom 3, Phantom 4 Drone - ND4, ND8, ND16 & PL Filters for Phantom3 Phantom4 Standard, Professional, Advanced and 4k Camera Units",4.1 out of 5 stars,51 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Filters & Accessories', 'Filter Sets']","['Make sure this fits\nby entering your model number.', '4-Filter Kit: ND4(2-Stop), ND8(3-Stop), ND16(4-Stop), and Polarizing Filter', 'Perfect slip-on fit for the DJI Phantom 3 and 4 Standard, Professional, Advanced and 4k Camera Units', 'Premium Grade Optical Filter', 'Anodized Aluminum Filter Ring', '24-Month Manufacturer Warranty']"
29,B01AJD0SXQ,"SKYLET Compatible with Garmin Vivofit Bands, Soft Silicone Colorful Fitness Replacement Bands Compatible with Garmin Vivofit 1(No Tracker)",3.7 out of 5 stars,849 ratings,"['Electronics', 'Wearable Technology', 'Clips, Arm & Wristbands']","['PREMIUM MATERIAL: Made of durable and comfortable silicone, soft and breathable elastic band, comfortable for sporting time, nice replacement for lost or damaged bracelet.', 'EXTRA PROTECTION: Each band comes with a rubber fastener ring/keeper for free to keep the band from coming loose and falling off, you don’t need to worry the band will pop off!', ""AVAILABLE LENGTH: [Large: 5.9-8.2 Inches/152-210mm. Small: 4.7-6.8 Inches/120-186mm]. Precise multiple holes design for you to adjust the bracelet to a suitable length. You don't have to worry about improper size."", 'OPTIONAL FASHION COLORS: Various color bands for you to use for your every outfit every day, perfectly fit women and men, boys and girls, creates a strong statement for yourself.', 'CUSTOMER SERVICE: If there is any quality problem or something wrong with the color and size, please don’t hesitate to contact us. SKYLET will be happy to help you and will resent you a new one.']"
30,B01ERYKLMQ,ZENI9 LG Electronics OTW420B EZ Slim Wall Mount,4.1 out of 5 stars,264 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'TV Accessories & Parts', 'TV Ceiling & Wall Mounts']","['Make sure this fits\nby entering your model number.', 'Specifically designed for 65G7P, 65G6P, E6/E7 series, C6/C7 series, B6/B7/B7A series, 65SJ9500, and 65UH9500', 'Low-profile design + extension', 'Tilt & swivel features']"
31,B01FLK2MZ4,GinTai DC Jack Replacement for Dell Inspiron 15-5000 5551 5552 5555 5557 5558 5559 14-5458 5459 5455 5452 P51F P64G DC30100UD00 Vostro 3458 3558 3559 P65G 3559 17-5000 5755 Cable KD4T9,4.5 out of 5 stars,276 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Laptop Replacement Parts']","['Make sure this fits\nby entering your model number.', 'Condition:Brand New', 'Cable as the picture', 'Please make sure you are buying from GinTai', 'Special skill and techniques required for proper installation', 'Comaptible with models:Dell Inspiron 15-5000 5551 5555 5557 5558 5559 DC30100UD00 Vostro 3558 Cable KD4T9']"
32,B01CMJ6GOU,"Bluetooth Key Finder – Key Locator Device with App, Siri Compatibility, Extra Battery – Anti-Lost GPS Keychain Tracker Device for Phone, Luggage, Backpack, Wallet – GPS Tracking Chip Tags by Rinex",4.0 out of 5 stars,262 ratings,"['Electronics', 'GPS, Finders & Accessories', 'Item Finders']","['Make sure this fits\nby entering your model number.', 'LOST AND QUICKLY FOUND – Running late and can’t find your keys? Stop wasting precious time with the Rinex remote key finder! With the push of a button, you can find your keys and get out the door in no time!', 'TRACK ANYTHING BIG OR SMALL – Never lose anything again—not even a person or pet! If your kid sometimes wanders off at the park or your dog is an escape artist, the GPS Tracker can quickly alert you to their location via phone app.', 'SECURITY MADE SIMPLE – Retrieve your valuables without a hitch thanks to our luggage tracker’s simple Bluetooth technology, iPhone and Android app, and GPS locating capabilities. If you have an Apple device, you can even use Siri to help you find your things!', 'POCKET-SIZED PORTABLE PROTECTION – This key finder keychain never gets in your way since it’s super slim and less than an inch long! It’s so thin; you can slip it into your wallet or luggage without it taking up valuable space.', 'BONUS BATTERY, BETTER SERVICE – Nothing is worse than trying to locate your pet or purse only to be met with a dead battery. That’s why we give you a BONUS battery! The extra battery and our top-notch customer service ensure you won’t have any issues that we can’t help with.']"
33,B01A6EO0N2,"MOSISO Water Repellent Neoprene Sleeve Bag Cover Compatible with 13-13.3 inch Laptop with Small Case, Black",4.4 out of 5 stars,"5,651 ratings","['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Bags, Cases & Sleeves', 'Sleeves']","['Make sure this fits\nby entering your model number.', 'The big bag internal dimension is: 13.58 x 0.79 x 9.64 inch (L x W x H); external dimension is: 13.97 x 0.79 x 10.04 inch (L x W x H). The additional small pouch bag internal dimension is: 5.71 x 0.59 x 5.12 inch (L x W x H); external dimension is: 6.3 x 0.59 x 5.31 inch (L x W x H).', 'Features a neoprene foam padding layer and fluffy fleece fabric lining for bump and shock absorption and protection of your computer from accidental scratches.', 'Additional small storage pouch bag for you to storage MacBook mouse and earphone. Same color as the big sleeve bag, harmony and stylish.', 'Slim and lightweight; does not bulk your laptop up and can easily slide into your briefcase, backpack or other bag. Top-loading zipper on the sleeve glides smoothly and allows convenient access to your laptop computer.', 'Compatible with MacBook Air 13, MacBook Pro Retina 13, Old MacBook Pro 13 with CD-Rom, Surface Book 2/1 13.5, Surface Laptop 2 2018/2017, Dell Inspiron 13/14, Dell Latitude E7470 14, HP Elitebook 830 13.3, HP Elitebook X360 1030 13.3, HP Spectre X360 13.3, HP Envy 13, HP Stream 13/14, HP Pavilion 14, Lenovo IdeaPad 710S/720S 13/14 Inch, Lenovo 720 13.3/Yoga 2 Pro/Yoga 920, Asus ZenBook/Chromebook 13.3, Acer Swift1/7 13.3, Acer Swift5/Spin7 14, RAZER Blade Stealth 13.3 and most 13-13.3 Laptop.']"
